PERIOD_BEGIN;PERIOD;VALOR;INSTR_TYPE;TYPE_OF_SECURITY;GK;DOMICILE;TAX_APPLICABILITY_333;TAX_PARTICULARITY_333;TAX_PECULIARITY_333;DELTA_SIX_CALC;DELTA_3RD_PARTY;NR_871M;DELTA_AT_ISSU_MIN_871M;DELTA_AT_ISSU_MAX_871M;NR_DELTA_AT_ISSU_E100_871M;NR_DELTA_AT_ISSU_G095_871M;NR_DELTA_AT_ISSU_G080_871M;NR_DELTA_AT_ISSU_G075_871M;NR_NON_871M;DELTA_AT_ISSU_MIN_NON_871M;DELTA_AT_ISSU_MAX_NON_871M;NR_DELTA_AT_ISSU_E100_NON_871M;NR_DELTA_AT_ISSU_G095_NON_871M;NR_DELTA_AT_ISSU_G080_NON_871M;NR_DELTA_AT_ISSU_G075_NON_871M;NR_XSD_297
20180605;d;61512082;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676055;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676057;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676058;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676059;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676116;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61557327;4;Z;709030;333;34.0;;;-0.73404;;;;;;;;;;;;;;;;
20180605;d;61557329;4;Z;709030;333;34.0;;;-0.37408;;;;;;;;;;;;;;;;
20180605;d;60676045;4;Z;709030;333;34.0;;;0.32844;;;;;;;;;;;;;;;;
20180605;d;60676050;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676008;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61512095;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676060;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676113;4;Z;709030;333;34.0;;;0.02044;;;;;;;;;;;;;;;;
20180605;d;60676118;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676125;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676130;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676131;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676153;4;Z;709030;333;34.0;;;0.3175;;;;;;;;;;;;;;;;
20180605;d;60676154;4;Z;709030;333;34.0;;;-0.41694;;;;;;;;;;;;;;;;
20180605;d;60676100;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676102;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676103;4;Z;709030;333;34.0;;;0.04453;;;;;;;;;;;;;;;;
20180605;d;60676107;4;Z;709030;333;34.0;;;0.04736;;;;;;;;;;;;;;;;
20180605;d;60676176;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676177;4;Z;709030;333;34.0;;;0.01913;;;;;;;;;;;;;;;;
20180605;d;60676182;4;Z;709030;333;34.0;;;-0.96761;;;;;;;;;;;;;;;;
20180605;d;61557331;4;Z;709030;333;34.0;;;-0.49345;;;;;;;;;;;;;;;;
20180605;d;60676189;4;Z;709030;333;34.0;;;0.59236;;;;;;;;;;;;;;;;
20180605;d;60676190;4;Z;709030;333;34.0;;;-0.19334;;;;;;;;;;;;;;;;
20180605;d;61512059;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;60676159;4;Z;709030;333;34.0;;;0.95744;;;;;;;;;;;;;;;;
20180605;d;60676196;4;Z;709030;333;34.0;;;-0.02105;;;;;;;;;;;;;;;;
20180605;d;60676198;4;Z;709030;333;34.0;;;-0.01571;;;;;;;;;;;;;;;;
20180605;d;60676146;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676304;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61557347;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450605;4;Z;709030;333;34.0;;;0.695;;;;;;;;;;;;;;;;
20180605;d;61512070;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61512086;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61557358;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61557359;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61557360;4;Z;709030;333;34.0;;;0.06202;;;;;;;;;;;;;;;;
20180605;d;61557363;4;Z;709030;333;34.0;;;-0.84944;;;;;;;;;;;;;;;;
20180605;d;61557365;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676302;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450691;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450696;4;Z;709030;333;34.0;;;0.14166;;;;;;;;;;;;;;;;
20180605;d;61557425;4;Z;709030;333;34.0;;;-0.0885;;;;;;;;;;;;;;;;
20180605;d;61557429;4;Z;709030;333;34.0;;;-0.15538;;;;;;;;;;;;;;;;
20180605;d;60320029;4;Z;709030;333;34.0;;;0.65251;;;;;;;;;;;;;;;;
20180605;d;61450729;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450732;4;Z;709030;333;34.0;;;0.04782;;;;;;;;;;;;;;;;
20180605;d;61557402;4;Z;709030;333;34.0;;;0.58668;;;;;;;;;;;;;;;;
20180605;d;61557406;4;Z;709030;333;34.0;;;0.65188;;;;;;;;;;;;;;;;
20180605;d;61557407;4;Z;709030;333;34.0;;;-0.38536;;;;;;;;;;;;;;;;
20180605;d;61557445;4;Z;709030;333;34.0;;;-0.04088;;;;;;;;;;;;;;;;
20180605;d;60440463;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450752;4;Z;709030;333;34.0;;;0.45818;;;;;;;;;;;;;;;;
20180605;d;61557368;4;Z;709030;333;34.0;;;0.13534;;;;;;;;;;;;;;;;
20180605;d;60676322;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61557414;4;Z;709030;333;34.0;;;0.73954;;;;;;;;;;;;;;;;
20180605;d;61557416;4;Z;709030;333;34.0;;;0.71387;;;;;;;;;;;;;;;;
20180605;d;60676338;4;Z;709030;333;34.0;;;-0.03218;;;;;;;;;;;;;;;;
20180605;d;60676340;4;Z;709030;333;34.0;;;-0.02081;;;;;;;;;;;;;;;;
20180605;d;61557467;4;Z;709030;333;34.0;;;-0.54412;;;;;;;;;;;;;;;;
20180605;d;61557470;4;Z;709030;333;34.0;;;0.42553;;;;;;;;;;;;;;;;
20180605;d;61268033;4;Z;709030;333;34.0;;;0.02283;;;;;;;;;;;;;;;;
20180605;d;61268041;4;Z;709030;333;34.0;;;0.92649;;;;;;;;;;;;;;;;
20180605;d;60676463;4;Z;709030;333;34.0;;;0.52354;;;;;;;;;;;;;;;;
20180605;d;60676462;4;Z;709030;333;34.0;;;-0.46512;;;;;;;;;;;;;;;;
20180605;d;60676474;4;Z;709030;333;34.0;;;-0.24277;;;;;;;;;;;;;;;;
20180605;d;60676475;4;Z;709030;333;34.0;;;0.73414;;;;;;;;;;;;;;;;
20180605;d;60618572;4;Z;709030;333;34.0;;;-0.31153;;;;;;;;;;;;;;;;
20180605;d;61450709;4;Z;709030;333;34.0;;;-0.0525;;;;;;;;;;;;;;;;
20180605;d;61450715;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676500;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676508;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676509;4;Z;709030;333;34.0;;;0.17542;;;;;;;;;;;;;;;;
20180605;d;60676511;4;Z;709030;333;34.0;;;0.47185;;;;;;;;;;;;;;;;
20180605;d;60676536;4;Z;709030;333;34.0;;;-0.00656;;;;;;;;;;;;;;;;
20180605;d;60676585;4;Z;709030;333;34.0;;;0.46203;;;;;;;;;;;;;;;;
20180605;d;60676480;4;Z;709030;333;34.0;;;-0.16435;;;;;;;;;;;;;;;;
20180605;d;60676482;4;Z;709030;333;34.0;;;-0.07451;;;;;;;;;;;;;;;;
20180605;d;61450724;4;Z;709030;333;34.0;;;0.00998;;;;;;;;;;;;;;;;
20180605;d;61450735;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450737;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676572;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676574;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676587;4;Z;709030;333;34.0;;;0.52216;;;;;;;;;;;;;;;;
20180605;d;60676593;4;Z;709030;333;34.0;;;0.68212;;;;;;;;;;;;;;;;
20180605;d;60676596;4;Z;709030;333;34.0;;;-0.1813;;;;;;;;;;;;;;;;
20180605;d;60676409;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676454;4;Z;709030;333;34.0;;;-0.96038;;;;;;;;;;;;;;;;
20180605;d;61450740;4;Z;709030;333;34.0;;;0.05734;;;;;;;;;;;;;;;;
20180605;d;61450749;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450832;4;Z;709030;333;34.0;;;0.63691;;;;;;;;;;;;;;;;
20180605;d;61450835;4;Z;709030;333;34.0;;;-0.31354;;;;;;;;;;;;;;;;
20180605;d;61450870;4;Z;709030;333;34.0;;;0.08675;;;;;;;;;;;;;;;;
20180605;d;61450876;4;Z;709030;333;34.0;;;0.15139;;;;;;;;;;;;;;;;
20180605;d;61450879;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450882;4;Z;709030;333;34.0;;;0.1659;;;;;;;;;;;;;;;;
20180605;d;60676641;4;Z;709030;333;34.0;;;0.04332;;;;;;;;;;;;;;;;
20180605;d;60676654;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450858;4;Z;709030;333;34.0;;;0.86998;;;;;;;;;;;;;;;;
20180605;d;61450863;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450867;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450811;4;Z;709030;333;34.0;;;-0.7078;;;;;;;;;;;;;;;;
20180605;d;61450814;4;Z;709030;333;34.0;;;0.30074;;;;;;;;;;;;;;;;
20180605;d;61450943;4;Z;709030;333;34.0;;;-0.03239;;;;;;;;;;;;;;;;
20180605;d;61450764;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676706;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450895;4;Z;709030;333;34.0;;;-0.14067;;;;;;;;;;;;;;;;
20180605;d;61450911;4;Z;709030;333;34.0;;;-0.05957;;;;;;;;;;;;;;;;
20180605;d;61450927;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450935;4;Z;709030;333;34.0;;;-0.48944;;;;;;;;;;;;;;;;
20180605;d;61450937;4;Z;709030;333;34.0;;;-0.29459;;;;;;;;;;;;;;;;
20180605;d;60676598;4;Z;709030;333;34.0;;;-0.1446;;;;;;;;;;;;;;;;
20180605;d;60676608;4;Z;709030;333;34.0;;;-0.04301;;;;;;;;;;;;;;;;
20180605;d;60676609;4;Z;709030;333;34.0;;;0.93579;;;;;;;;;;;;;;;;
20180605;d;60676657;4;Z;709030;333;34.0;;;0.82;;;;;;;;;;;;;;;;
20180605;d;60676661;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676663;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676664;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676678;4;Z;709030;333;34.0;;;-0.02038;;;;;;;;;;;;;;;;
20180605;d;60676684;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676692;4;Z;709030;333;34.0;;;-0.04847;;;;;;;;;;;;;;;;
20180605;d;60676694;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676696;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676698;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676626;4;Z;709030;333;34.0;;;-0.14515;;;;;;;;;;;;;;;;
20180605;d;60676636;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676637;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676611;4;Z;709030;333;34.0;;;0.12993;;;;;;;;;;;;;;;;
20180605;d;60676619;4;Z;709030;333;34.0;;;0.4802;;;;;;;;;;;;;;;;
20180605;d;61450839;4;Z;709030;333;34.0;;;-0.26334;;;;;;;;;;;;;;;;
20180605;d;61450847;4;Z;709030;333;34.0;;;-0.17714;;;;;;;;;;;;;;;;
20180605;d;61450901;4;Z;709030;333;34.0;;;-0.04262;;;;;;;;;;;;;;;;
20180605;d;60676759;4;Z;709030;333;34.0;;;0.0318;;;;;;;;;;;;;;;;
20180605;d;60676770;4;Z;709030;333;34.0;;;-0.52921;;;;;;;;;;;;;;;;
